-4.918603582494089910e-01,-3.424062728881835938e-01
-5.277952565720058775e-01,-3.880167305469512939e-01
-5.547558680552955312e-01,-4.312219917774200439e-01
-7.207125339473636760e-01,-4.896326363086700439e-01
-3.516356431255446835e-01,-1.492219567298889160e-01
-2.996123090425626412e-01,-9.492397308349609375e-02
-5.488110751069075199e-01,-4.226472079753875732e-01
-7.305783626813607823e-01,-4.899802207946777344e-01
-3.721112331146090302e-01,-1.893616914749145508e-01
-5.126669314072942463e-01,-3.704052865505218506e-01
-5.384911571429387145e-01,-4.058605432510375977e-01
-3.371278468853257104e-01,-1.409625113010406494e-01
-3.191230531189294117e-01,-1.210898458957672119e-01
-7.099896106813928798e-01,-4.895978868007659912e-01
-3.363519649312954329e-01,-1.381500363349914551e-01
-4.052574147074126665e-01,-2.471336722373962402e-01
-2.418247848145430590e-01,-8.398920297622680664e-03
-7.404286122440699724e-01,-4.909419417381286621e-01
-4.301804032436637448e-01,-2.787233293056488037e-01
-2.460444612692929134e-01,-1.842990517616271973e-02
-4.130457814534505556e-01,-2.590236067771911621e-01
-2.858440823025174549e-01,-7.524085044860839844e-02
-6.633025857116279234e-01,-4.866410195827484131e-01
-2.832379477364677101e-01,-7.013007998466491699e-02
-4.836477543884541985e-01,-3.322002887725830078e-01
-4.441581100225449052e-01,-2.893134951591491699e-01
-3.606246385941753729e-01,-1.635778248310089111e-01
-3.851282626619353944e-01,-2.145140469074249268e-01
-3.900642120086394993e-01,-2.175624966621398926e-01
-3.908318195973072839e-01,-2.222790122032165527e-01
-2.809162049066453726e-01,-6.842800974845886230e-02
-4.594665164039249405e-01,-3.061697483062744141e-01
-5.364062781378118316e-01,-3.969008624553680420e-01
-6.662254500901110266e-01,-4.870110154151916504e-01
-4.887773078712993047e-01,-3.359155654907226562e-01
-2.943765690425231840e-01,-8.548143506050109863e-02
-5.618110197827332897e-01,-4.342931509017944336e-01
-3.272452653544195011e-01,-1.310073435306549072e-01
-6.770207153265400679e-01,-4.880548119544982910e-01
-2.768444205477476050e-01,-6.119808554649353027e-02
-5.210428729388811853e-01,-3.763986229896545410e-01
-6.974531902581353471e-01,-4.887121021747589111e-01
-6.353504893755672622e-01,-4.795229732990264893e-01
-2.780042164685719852e-01,-6.315740942955017090e-02
-5.037530868562958286e-01,-3.581008911132812500e-01
-5.654219073701904907e-01,-4.422044157981872559e-01
-3.803268034876240988e-01,-2.036892473697662354e-01
-6.251145616524950155e-01,-4.781762957572937012e-01
-5.417028235522621804e-01,-4.096384346485137939e-01
-5.766917107447352420e-01,-4.547991454601287842e-01
-5.076048059820206237e-01,-3.635862469673156738e-01
-5.257044051483494851e-01,-3.858519196510314941e-01
-2.676896020875756399e-01,-5.116006731986999512e-02
-2.682891430866071181e-01,-5.242908000946044922e-02
-5.875914930486354493e-01,-4.634593129158020020e-01
-4.251839820784752422e-01,-2.733134031295776367e-01
-5.798979514442756944e-01,-4.577774703502655029e-01
-3.626678991153888254e-01,-1.693799197673797607e-01
-3.095605726117964251e-01,-1.123522222042083740e-01
-4.028652218925554696e-01,-2.369660437107086182e-01
-5.169905432582844185e-01,-3.746199011802673340e-01
-4.510608931233112129e-01,-2.991153001785278320e-01
-4.388016336212747781e-01,-2.882486581802368164e-01
-4.729417368959228929e-01,-3.210598826408386230e-01
-4.970006397792271491e-01,-3.458446860313415527e-01
-4.079406947592486010e-01,-2.519038915634155273e-01
-3.661318526308761090e-01,-1.747291386127471924e-01
-4.353410846017963243e-01,-2.842884659767150879e-01
-3.062351226806641624e-01,-9.718433022499084473e-02
-5.947091344890600428e-01,-4.654331505298614502e-01
-3.236645240873874396e-01,-1.265172362327575684e-01
-3.139023078460843608e-01,-1.174065470695495605e-01
-3.973563789446098449e-01,-2.327473759651184082e-01
-2.478529067266554975e-01,-2.381592988967895508e-02
-3.667380666345115836e-01,-1.776683330535888672e-01
-2.975291814403544510e-01,-9.129270911216735840e-02
-3.946967988590927012e-01,-2.287979125976562500e-01
-4.464570124346511348e-01,-2.951607406139373779e-01
-4.682966700140036020e-01,-3.168697059154510498e-01
-4.045753757997237465e-01,-2.438603043556213379e-01
-4.753134577529236071e-01,-3.237399458885192871e-01
-2.422819723490796662e-01,-1.040285825729370117e-02
-5.818626662006133321e-01,-4.595478773117065430e-01
-6.887548196408630474e-01,-4.881505370140075684e-01
-3.438710301851680140e-01,-1.459019780158996582e-01
-5.103048246958480361e-01,-3.665256500244140625e-01
-5.312773316381622646e-01,-3.915854394435882568e-01
-2.732620412350533767e-01,-5.737575888633728027e-02
-4.113313304053413111e-01,-2.525805234909057617e-01
-6.412134906482209740e-01,-4.827594757080078125e-01
-6.318542920501684090e-01,-4.783601164817810059e-01
-5.999584988135706620e-01,-4.666043519973754883e-01
-5.713998433913818342e-01,-4.481179118156433105e-01
-2.519067614266041755e-01,-2.751302719116210938e-02
-2.560723512578113592e-01,-3.692892193794250488e-02
-4.301863175029903008e-01,-2.787411808967590332e-01
-5.378643134682001836e-01,-4.003473222255706787e-01
-3.694548350114089108e-01,-1.814520955085754395e-01
-5.008849254180065547e-01,-3.532068729400634766e-01
-6.134505005519532705e-01,-4.732890129089355469e-01
-3.816685923163393723e-01,-2.085058093070983887e-01
-6.535352639331390989e-01,-4.860410988330841064e-01
-4.544018369732481522e-01,-3.021802902221679688e-01
-3.932919070834205999e-01,-2.262268662452697754e-01
-2.363115074929227344e-01,-1.383125782012939453e-04
-6.029082819833286866e-01,-4.720843136310577393e-01
-2.604100874140542476e-01,-4.255247116088867188e-02
-3.764939218426816003e-01,-2.004443109035491943e-01
-2.898283216688368746e-01,-7.882431149482727051e-02
-6.169881383150709331e-01,-4.767144620418548584e-01
-3.318899688860821318e-01,-1.352320909500122070e-01
-2.622860584889088464e-01,-4.569712281227111816e-02
-3.746865931565199759e-01,-1.948490142822265625e-01
-2.939199157517319305e-01,-8.456501364707946777e-02
-4.178424835205078458e-01,-2.639981806278228760e-01
-6.770207153265400679e-01,-4.880548119544982910e-01
-7.013397641332472787e-01,-4.891721904277801514e-01
-4.780683729383681246e-01,-3.287198543548583984e-01
-5.459508342950067927e-01,-4.148800969123840332e-01
-2.555175341002556832e-01,-3.642842173576354980e-02
-6.535352639331390989e-01,-4.860410988330841064e-01
-4.656021260437154252e-01,-3.122748732566833496e-01
-2.520899954806553600e-01,-3.014793992042541504e-02
-3.544922625156517459e-01,-1.542795300483703613e-01
-2.387956378920192968e-01,-4.127532243728637695e-03
-3.594625119809751745e-01,-1.583286523818969727e-01
-7.384047500338046799e-01,-4.903049468994140625e-01
-6.433998881422804406e-01,-4.839118719100952148e-01
