7.000000000000000000e+00,2.760000000000000000e+02,6.593605835921739811e+01,1.500001813303375968e+02,2.000000000000000000e+00,1.617939942728068203e+01,8.372746453607557687e-04,8.341741445050513404e-01
7.000000000000000000e+00,2.990000000000000000e+02,6.630206679156786720e+01,1.500000000000000000e+02,2.000000000000000000e+00,2.821562809208389311e+01,1.586115094530482494e-02,8.305784731510071905e-01
7.000000000000000000e+00,2.980000000000000000e+02,7.376066421902538650e+01,1.500000000000000000e+02,2.000000000000000000e+00,3.492053115342657321e+01,4.414665258593821612e-02,5.820437069341830583e-01
1.200000000000000000e+01,4.310000000000000000e+02,7.228529488602062258e+01,2.953350377344193021e+02,2.000000000000000000e+00,9.674130025512801012e+01,3.520175828781533789e-01,4.381803276745800391e-01
3.000000000000000000e+00,2.610000000000000000e+02,1.358960583431369855e+02,1.500001720343223042e+02,2.000000000000000000e+00,1.647890346330194689e+01,3.060203979554223733e-05,9.999971786723355072e-01
3.000000000000000000e+00,2.110000000000000000e+02,1.353311157461984635e+02,1.500000461336072135e+02,2.000000000000000000e+00,1.801305950108821108e+01,7.862195666156739787e-04,1.000000000000000000e+00
7.000000000000000000e+00,2.830000000000000000e+02,7.376713615531562596e+01,1.500000011136047249e+02,2.000000000000000000e+00,3.536933531848539047e+01,4.448078855281663996e-02,5.855386829441022734e-01
1.200000000000000000e+01,4.680000000000000000e+02,7.252256940315879774e+01,3.088514766164420280e+02,2.000000000000000000e+00,9.999999999999998579e+01,3.543728616710729584e-01,5.007344382691926166e-01
5.000000000000000000e+00,2.030000000000000000e+02,8.591931994087904911e+01,1.500005700957725310e+02,2.000000000000000000e+00,1.707165533253661138e+01,7.673548177051931006e-07,9.999941727987697870e-01
7.000000000000000000e+00,2.850000000000000000e+02,6.605422618117563616e+01,1.500214658380192247e+02,2.000000000000000000e+00,2.560340259045949907e+01,4.042648250033480800e-02,8.306565681849727989e-01
7.000000000000000000e+00,2.850000000000000000e+02,7.379071946460484810e+01,1.500000457369721687e+02,2.000000000000000000e+00,2.796849222019090320e+01,4.066975752763674068e-02,6.039380100539748497e-01
3.000000000000000000e+00,2.480000000000000000e+02,1.352728626178986246e+02,1.500000016303122834e+02,2.000000000000000000e+00,1.826992046494664024e+01,1.947324515736440160e-05,9.999995075152575685e-01
3.000000000000000000e+00,2.270000000000000000e+02,1.345432334183133491e+02,1.500000016358743267e+02,2.000000000000000000e+00,1.825861121459247371e+01,5.047591865049021389e-07,9.888060303944491425e-01
7.000000000000000000e+00,5.800000000000000000e+02,1.161883609259351289e+02,1.949095068896963312e+02,2.000000000000000000e+00,3.815266738556242387e+01,9.764227562593767841e-07,4.308868879907699623e-01
3.000000000000000000e+00,2.420000000000000000e+02,1.352666235588054633e+02,1.500000427777005712e+02,2.000000000000000000e+00,2.055151547785881050e+01,1.057100759129836079e-06,9.975351345825871352e-01
