3.081396417505910534e-01,1.575937420129776001e-01
2.722047434279941114e-01,1.119832620024681091e-01
2.452441319447045409e-01,6.877800822257995605e-02
7.928746605263631286e-02,1.036736648529767990e-02
4.483643568744553609e-01,3.507780432701110840e-01
5.003876909574374032e-01,4.050760269165039062e-01
2.511889248930924690e-01,7.735279947519302368e-02
6.942163731863922049e-02,1.001976616680622101e-02
4.278887668853910142e-01,3.106383085250854492e-01
2.873330685927057426e-01,1.295947134494781494e-01
2.615088428570612744e-01,9.413946419954299927e-02
4.628721531146743340e-01,3.590374886989593506e-01
4.808769468810706327e-01,3.789101541042327881e-01
9.001038931860712300e-02,1.040211413055658340e-02
4.636480350687046115e-01,3.618499636650085449e-01
3.947425852925873779e-01,2.528663277626037598e-01
5.581752151854569854e-01,4.916010797023773193e-01
5.957138775593012747e-02,9.058051742613315582e-03
3.698195967563362996e-01,2.212766706943511963e-01
5.539555387307071310e-01,4.815700948238372803e-01
3.869542185465494888e-01,2.409764081239700317e-01
5.141559176974825895e-01,4.247591495513916016e-01
1.366974142883721766e-01,1.335896924138069153e-02
5.167620522635323344e-01,4.298699200153350830e-01
3.163522456115458459e-01,1.677997112274169922e-01
3.558418899774551392e-01,2.106865048408508301e-01
4.393753614058246715e-01,3.364221751689910889e-01
4.148717373380646500e-01,2.854859530925750732e-01
4.099357879913605451e-01,2.824375033378601074e-01
4.091681804026927605e-01,2.777209877967834473e-01
5.190837950933546718e-01,4.315719902515411377e-01
3.405334835960751039e-01,1.938302516937255859e-01
2.635937218621882683e-01,1.030991375446319580e-01
1.337745499098890734e-01,1.298899669200181961e-02
3.112226921287007397e-01,1.640844345092773438e-01
5.056234309574768604e-01,4.145185649394989014e-01
2.381889802172667825e-01,6.570686399936676025e-02
4.727547346455805433e-01,3.689926564693450928e-01
1.229792846734599904e-01,1.194518338888883591e-02
5.231555794522524394e-01,4.388019144535064697e-01
2.789571270611188036e-01,1.236013770103454590e-01
1.025468097418647528e-01,1.128791086375713348e-02
1.646495106244328099e-01,2.047703228890895844e-02
5.219957835314280592e-01,4.368425905704498291e-01
2.962469131437041603e-01,1.418991237878799438e-01
2.345780926298094982e-01,5.779558047652244568e-02
4.196731965123759456e-01,2.963107526302337646e-01
1.748854383475050012e-01,2.182371914386749268e-02
2.582971764477378640e-01,9.036156535148620605e-02
2.233082892552648024e-01,4.520085081458091736e-02
2.923951940179794207e-01,1.364137381315231323e-01
